,Unnamed: 0.1,Unnamed: 0,project,sha,message,link
11,11.0,11.0,stanfordnlp/CoreNLP,35ecb521bf847eb787bce5233a081230417959d0,Refactor,https://github.com/stanfordnlp/CoreNLP/commit/35ecb521bf847eb787bce5233a081230417959d0
12,12.0,12.0,stanfordnlp/CoreNLP,8bfd2c1cde9a35875709a7f5bd6d7e437fa292d5,Refactor the method to convert properties to a json string,https://github.com/stanfordnlp/CoreNLP/commit/8bfd2c1cde9a35875709a7f5bd6d7e437fa292d5
13,13.0,13.0,stanfordnlp/CoreNLP,6a8cb31919eba5e95d3f1729651a0fc5e81ae881,refactor handling of server IO defaults,https://github.com/stanfordnlp/CoreNLP/commit/6a8cb31919eba5e95d3f1729651a0fc5e81ae881
14,14.0,14.0,stanfordnlp/CoreNLP,d3f86df508aa97c40598cecb96f074e8010dd464,Refactor adding the sentiment and add the array of scores to the sentiment element,https://github.com/stanfordnlp/CoreNLP/commit/d3f86df508aa97c40598cecb96f074e8010dd464
15,15.0,15.0,stanfordnlp/CoreNLP,29b6105c907b7964bf2b158bc074aa1a41e1dcf7,Refactor SentenceTest and add some coverage,https://github.com/stanfordnlp/CoreNLP/commit/29b6105c907b7964bf2b158bc074aa1a41e1dcf7
16,16.0,16.0,stanfordnlp/CoreNLP,eb058068ca72be723df41c2f4b3730e818974713,Refactor the text of a document used more than once,https://github.com/stanfordnlp/CoreNLP/commit/eb058068ca72be723df41c2f4b3730e818974713
17,17.0,17.0,stanfordnlp/CoreNLP,82ed565af1583749fda586fc29d6f289b714f8db,Refactor the method to get the default English parser,https://github.com/stanfordnlp/CoreNLP/commit/82ed565af1583749fda586fc29d6f289b714f8db
18,18.0,18.0,stanfordnlp/CoreNLP,efaebfb40acf23b191d8daf6c565b36eec466ad7,Refactor some shared patterns into EnglishPatterns.java,https://github.com/stanfordnlp/CoreNLP/commit/efaebfb40acf23b191d8daf6c565b36eec466ad7
19,19.0,19.0,stanfordnlp/CoreNLP,98953dc8525ee40b5a212f4b774b2a5014b712ec,"Update a test, refactor some defaults for Spanish",https://github.com/stanfordnlp/CoreNLP/commit/98953dc8525ee40b5a212f4b774b2a5014b712ec
20,20.0,20.0,stanfordnlp/CoreNLP,34bd3847f7b636be55dde3224c413aee9a007d3c,"Refactor NodeAttributes so that we can do some error checking. Also, this will allow us to combine root with other attributes. See issue https://github.com/stanfordnlp/CoreNLP/issues/552",https://github.com/stanfordnlp/CoreNLP/commit/34bd3847f7b636be55dde3224c413aee9a007d3c
21,21.0,21.0,stanfordnlp/CoreNLP,45c948b540d65b8c312ac43ec79afcd06f25f8f8,Simplify and use the refactored text split,https://github.com/stanfordnlp/CoreNLP/commit/45c948b540d65b8c312ac43ec79afcd06f25f8f8
22,22.0,22.0,stanfordnlp/CoreNLP,95e5211f2a3422dbee05e8cff9bb6d7976e9c913,refactor to have NERCombinerAnnotator directly alter tokenization to an NER-specific tokenization,https://github.com/stanfordnlp/CoreNLP/commit/95e5211f2a3422dbee05e8cff9bb6d7976e9c913
23,23.0,23.0,stanfordnlp/CoreNLP,fd3e9fef3404c1d4ece81576ce92141184d17201,"Various code optimizations: refactor some methods, only run hash lookups once, etc",https://github.com/stanfordnlp/CoreNLP/commit/fd3e9fef3404c1d4ece81576ce92141184d17201
24,24.0,24.0,stanfordnlp/CoreNLP,1d5474b7260d64998972890e17dcf6553c339160,"add number range handling, refactor some",https://github.com/stanfordnlp/CoreNLP/commit/1d5474b7260d64998972890e17dcf6553c339160
25,25.0,25.0,stanfordnlp/CoreNLP,a1f844ded4e30839d751f58d914ac8193d05b9fb,"Update a comment, minor rearrangement to look like the parent class (need to refactor)",https://github.com/stanfordnlp/CoreNLP/commit/a1f844ded4e30839d751f58d914ac8193d05b9fb
26,26.0,26.0,stanfordnlp/CoreNLP,6cb32ee6aa4edfc21aadc4b0e3999657342cb8ee,"begin refactor process, remove german and spanish from old test",https://github.com/stanfordnlp/CoreNLP/commit/6cb32ee6aa4edfc21aadc4b0e3999657342cb8ee
27,27.0,27.0,stanfordnlp/CoreNLP,75285cd46658eef2730288299c4f5bc50442f58f,refactored german ner benchmark,https://github.com/stanfordnlp/CoreNLP/commit/75285cd46658eef2730288299c4f5bc50442f58f
28,28.0,28.0,stanfordnlp/CoreNLP,637ef5d31658abad47a0acf4f742d2ad54297da0,refactor ner benchmark,https://github.com/stanfordnlp/CoreNLP/commit/637ef5d31658abad47a0acf4f742d2ad54297da0
29,29.0,29.0,stanfordnlp/CoreNLP,84ef48b0ce32469ea0048f90f37ea2d9f6347131,refactor ner benchmark,https://github.com/stanfordnlp/CoreNLP/commit/84ef48b0ce32469ea0048f90f37ea2d9f6347131
30,30.0,30.0,stanfordnlp/CoreNLP,00d4c2a11e552cc677a5ffc78435a12ef469be59,refactor part-of-speech benchmarking,https://github.com/stanfordnlp/CoreNLP/commit/00d4c2a11e552cc677a5ffc78435a12ef469be59
31,31.0,31.0,stanfordnlp/CoreNLP,4816ccd0317ab7a94b2a49bce93feaf32e40cd61,refactor test,https://github.com/stanfordnlp/CoreNLP/commit/4816ccd0317ab7a94b2a49bce93feaf32e40cd61
32,32.0,32.0,stanfordnlp/CoreNLP,907f380bf153e5f1fd14c678d38a4bf80471cb05,(refactor) some opportunities to use Anonymous inner Classes,https://github.com/stanfordnlp/CoreNLP/commit/907f380bf153e5f1fd14c678d38a4bf80471cb05
33,33.0,33.0,stanfordnlp/CoreNLP,b81597f9c246124c306330cd345ec1ea4576e3b6,(refactor) some opportunities to use Switch String,https://github.com/stanfordnlp/CoreNLP/commit/b81597f9c246124c306330cd345ec1ea4576e3b6
34,34.0,34.0,stanfordnlp/CoreNLP,616d266aa8235e3ee6c45c8cbbfb209f67a9c7a8,(refactor) some opportunities to use Multi-Catch,https://github.com/stanfordnlp/CoreNLP/commit/616d266aa8235e3ee6c45c8cbbfb209f67a9c7a8
35,35.0,35.0,stanfordnlp/CoreNLP,b5cdaee3ed09366c4b3670a2eeddab0f5e211ff8,refactor UniversalDependenciesConverter changes,https://github.com/stanfordnlp/CoreNLP/commit/b5cdaee3ed09366c4b3670a2eeddab0f5e211ff8
36,36.0,36.0,stanfordnlp/CoreNLP,a0fb86fa1c62e2e9a7764733f04872230751fb38,(refactor) some opportunities to use diamond operator,https://github.com/stanfordnlp/CoreNLP/commit/a0fb86fa1c62e2e9a7764733f04872230751fb38
37,37.0,37.0,stanfordnlp/CoreNLP,8b54f5b9651313f4af629fe2f1d4365d3cf860ce,"Refactoring 2 instances from Function<V,Double> to ToDoubleFunction<V>",https://github.com/stanfordnlp/CoreNLP/commit/8b54f5b9651313f4af629fe2f1d4365d3cf860ce
38,38.0,38.0,stanfordnlp/CoreNLP,01ae51c4102dbea515f2646762baa96b08ed79d1,"Print out sections and some refactoring. Print the sections, but maybe this should be changed a bit so the sentences are a simple list, not a list of maps. Do a little refactoring out of repeated code blocks.",https://github.com/stanfordnlp/CoreNLP/commit/01ae51c4102dbea515f2646762baa96b08ed79d1
39,39.0,39.0,stanfordnlp/CoreNLP,b11991d3906bc3c2e7e1896252ce50f0246442fb,"Fix multithreading issue with ChineseStringUtils, small refactor",https://github.com/stanfordnlp/CoreNLP/commit/b11991d3906bc3c2e7e1896252ce50f0246442fb
40,40.0,40.0,stanfordnlp/CoreNLP,96c26bef69a8cd53b23fad40f5b9c06e7b19e8a8,refactor KBP benchmark,https://github.com/stanfordnlp/CoreNLP/commit/96c26bef69a8cd53b23fad40f5b9c06e7b19e8a8
41,41.0,41.0,stanfordnlp/CoreNLP,d54cbc4b4177d2e169fbd415edb0d01497e95dc3,refactor KBP benchmark,https://github.com/stanfordnlp/CoreNLP/commit/d54cbc4b4177d2e169fbd415edb0d01497e95dc3
42,42.0,42.0,stanfordnlp/CoreNLP,a486eccd87cfbfb435c18c512727bc93ac246222,coref refactor,https://github.com/stanfordnlp/CoreNLP/commit/a486eccd87cfbfb435c18c512727bc93ac246222
43,43.0,43.0,stanfordnlp/CoreNLP,18bef5178a38404164957974eb6ee841eb10ca6b,new coreference refactor,https://github.com/stanfordnlp/CoreNLP/commit/18bef5178a38404164957974eb6ee841eb10ca6b
44,44.0,44.0,stanfordnlp/CoreNLP,6583ea66c46750002f71992443bcbea2d37d1e33,"fix possible null pointer in xml, refactor run utils in quote land",https://github.com/stanfordnlp/CoreNLP/commit/6583ea66c46750002f71992443bcbea2d37d1e33
45,45.0,45.0,stanfordnlp/CoreNLP,fa5d8384d6eb6f0613c130c0a7578820ab695fca,Refactor the KBP relation extractor pipeline a bit,https://github.com/stanfordnlp/CoreNLP/commit/fa5d8384d6eb6f0613c130c0a7578820ab695fca
46,46.0,46.0,stanfordnlp/CoreNLP,4519d5a7723e190387423aeebba89c1078ac2458,Refactored SlotFiller out of KBPEvaluator. Introduced Props.KBP_TRACK,https://github.com/stanfordnlp/CoreNLP/commit/4519d5a7723e190387423aeebba89c1078ac2458
47,47.0,47.0,stanfordnlp/CoreNLP,b2dcbd32a0ea333e196cd0849f1eeac4b6223032,refactored collapsed dependencies and updated them to the new standard,https://github.com/stanfordnlp/CoreNLP/commit/b2dcbd32a0ea333e196cd0849f1eeac4b6223032
48,48.0,48.0,stanfordnlp/CoreNLP,29e8c720fbea45a39641846a62d21da699080ba9,Refactored UniversalEnglishGrammaticalStructureTest,https://github.com/stanfordnlp/CoreNLP/commit/29e8c720fbea45a39641846a62d21da699080ba9
49,49.0,49.0,stanfordnlp/CoreNLP,25a6414bc4b656f478349e3568a22614e5f5f6b4,Update the commented out readObject to reflect the refactored srparser,https://github.com/stanfordnlp/CoreNLP/commit/25a6414bc4b656f478349e3568a22614e5f5f6b4
50,50.0,50.0,stanfordnlp/CoreNLP,1ba55fcadda1feaf44f8a9e6f4c45abd980004cb,Treebank loading is now refactored,https://github.com/stanfordnlp/CoreNLP/commit/1ba55fcadda1feaf44f8a9e6f4c45abd980004cb
51,51.0,51.0,stanfordnlp/CoreNLP,a01361cff93dd36f05c584a9a6678b9c4b5a86ce,Refactor another method,https://github.com/stanfordnlp/CoreNLP/commit/a01361cff93dd36f05c584a9a6678b9c4b5a86ce
52,52.0,52.0,stanfordnlp/CoreNLP,664a179e84a1818fd766333c6555453565104562,Begin refactoring training method in ShiftReduceParser,https://github.com/stanfordnlp/CoreNLP/commit/664a179e84a1818fd766333c6555453565104562
53,53.0,53.0,stanfordnlp/CoreNLP,13327445fb40bacdfa1ce4d452a07314eb5883de,Refactor AnCoraProcessor to use MulticoreWrapper,https://github.com/stanfordnlp/CoreNLP/commit/13327445fb40bacdfa1ce4d452a07314eb5883de
54,54.0,54.0,stanfordnlp/CoreNLP,dd8a56669a44ee24ea5e182bb1fec8e51e32d7b6,Fix some bugs in the refactoring of the training method,https://github.com/stanfordnlp/CoreNLP/commit/dd8a56669a44ee24ea5e182bb1fec8e51e32d7b6
55,55.0,55.0,stanfordnlp/CoreNLP,b3b0effcdebb1a0d0df2e7eca99a4154ff5d522e,Make the code easy to refactor...,https://github.com/stanfordnlp/CoreNLP/commit/b3b0effcdebb1a0d0df2e7eca99a4154ff5d522e
56,56.0,56.0,stanfordnlp/CoreNLP,de9a1dbf54edac51f406ae7d7bf6627d923e6d7d,"Refactor FlatPhraseTable for faster query, lower memory usage; support multiple phrase tables and reordering models",https://github.com/stanfordnlp/CoreNLP/commit/de9a1dbf54edac51f406ae7d7bf6627d923e6d7d
57,57.0,57.0,stanfordnlp/CoreNLP,5713d2ac15680fa5713d2919fbee7426eae31778,inference bug fixes + refactoring,https://github.com/stanfordnlp/CoreNLP/commit/5713d2ac15680fa5713d2919fbee7426eae31778
58,58.0,58.0,stanfordnlp/CoreNLP,2ece89668fa8aee9a89a9af38b7e34fabf64eeea,Refactored output generation for inference,https://github.com/stanfordnlp/CoreNLP/commit/2ece89668fa8aee9a89a9af38b7e34fabf64eeea
59,59.0,59.0,stanfordnlp/CoreNLP,66a69431be32b4c8724eb5758f515c6425492c09,Refactor old entity linking classes in packages.,https://github.com/stanfordnlp/CoreNLP/commit/66a69431be32b4c8724eb5758f515c6425492c09
60,60.0,60.0,stanfordnlp/CoreNLP,5d3ab65835c285b92405480ce819cf9b4a1cc592,Refactor code a little bit,https://github.com/stanfordnlp/CoreNLP/commit/5d3ab65835c285b92405480ce819cf9b4a1cc592
61,61.0,61.0,stanfordnlp/CoreNLP,2f0731a54f74b864a6260b5660c643db91884dfc,Refactor some,https://github.com/stanfordnlp/CoreNLP/commit/2f0731a54f74b864a6260b5660c643db91884dfc
62,62.0,62.0,stanfordnlp/CoreNLP,1cf92b92248323ed26416cf154b1c3fc8cad94e8,Refactor the loading code similar to what LexicalizedParser has. Add a flag to allow continued training from a given starting point,https://github.com/stanfordnlp/CoreNLP/commit/1cf92b92248323ed26416cf154b1c3fc8cad94e8
63,63.0,63.0,stanfordnlp/CoreNLP,19cf1845e2e639dd52632b517a91323cbddb9829,Refactor just a little bit,https://github.com/stanfordnlp/CoreNLP/commit/19cf1845e2e639dd52632b517a91323cbddb9829
64,64.0,64.0,stanfordnlp/CoreNLP,1d6b2e8663196515eb9fa48ef5262df611a5f247,"Refactor code, make individual classes for scoring patterns",https://github.com/stanfordnlp/CoreNLP/commit/1d6b2e8663196515eb9fa48ef5262df611a5f247
65,65.0,65.0,stanfordnlp/CoreNLP,994c60f09833dd2bdc0c64913da56c01950c118b,Refactoring for speed,https://github.com/stanfordnlp/CoreNLP/commit/994c60f09833dd2bdc0c64913da56c01950c118b
66,66.0,66.0,stanfordnlp/CoreNLP,7299f6ab5f6e2f25299ebed9361de7baf3aa63ee,Large scale refactoring - make train() a member function,https://github.com/stanfordnlp/CoreNLP/commit/7299f6ab5f6e2f25299ebed9361de7baf3aa63ee
67,67.0,67.0,stanfordnlp/CoreNLP,9b6477fb10e18f2d6ccd1e34cb7df182a43cb56a,Refactoring for the WMT paper,https://github.com/stanfordnlp/CoreNLP/commit/9b6477fb10e18f2d6ccd1e34cb7df182a43cb56a
68,68.0,68.0,stanfordnlp/CoreNLP,26cf17369d7e2fe840c93e7cc6059d9790bdc31a,"Refactor some more, keep the transitions instead of rebuilding them each time",https://github.com/stanfordnlp/CoreNLP/commit/26cf17369d7e2fe840c93e7cc6059d9790bdc31a
69,69.0,69.0,stanfordnlp/CoreNLP,cd828aee8341320a18ed216db2abcb8dd13dd8c4,Begin refactoring the training program,https://github.com/stanfordnlp/CoreNLP/commit/cd828aee8341320a18ed216db2abcb8dd13dd8c4
70,70.0,70.0,stanfordnlp/CoreNLP,f866d59a365ef63d3c54595bfe8365f3e86b3090,"Make the FeatureFactory an option, get the parser's objects from the parser rather than telling the parser what its objects are. Should refactor the training code, though",https://github.com/stanfordnlp/CoreNLP/commit/f866d59a365ef63d3c54595bfe8365f3e86b3090
71,71.0,71.0,stanfordnlp/CoreNLP,770fac204e19d89f560a4e84f7fa9072642397d7,Code refactoring,https://github.com/stanfordnlp/CoreNLP/commit/770fac204e19d89f560a4e84f7fa9072642397d7
72,72.0,72.0,stanfordnlp/CoreNLP,23ed3e9e8158ab9c641a1cb703da88152af68ce3,Update srparser to reflect the parser refactoring in master,https://github.com/stanfordnlp/CoreNLP/commit/23ed3e9e8158ab9c641a1cb703da88152af68ce3
73,73.0,73.0,stanfordnlp/CoreNLP,fa7f745153b9ca8b63e507181eb5ca7ee0b3a805,Update srparser to reflect the parser refactoring in master,https://github.com/stanfordnlp/CoreNLP/commit/fa7f745153b9ca8b63e507181eb5ca7ee0b3a805
74,74.0,74.0,stanfordnlp/CoreNLP,a668dc333f1286dc6973bf4068ee1aabbad30166,More refactoring,https://github.com/stanfordnlp/CoreNLP/commit/a668dc333f1286dc6973bf4068ee1aabbad30166
75,75.0,75.0,stanfordnlp/CoreNLP,8cd5642a444717b7fc932195d2d57acb5217edd2,Refactor some code into parser/common,https://github.com/stanfordnlp/CoreNLP/commit/8cd5642a444717b7fc932195d2d57acb5217edd2
76,76.0,76.0,stanfordnlp/CoreNLP,87cfaad8e0abc481f91aae783f5fed5f06c101f7,more refactoring,https://github.com/stanfordnlp/CoreNLP/commit/87cfaad8e0abc481f91aae783f5fed5f06c101f7
77,77.0,77.0,stanfordnlp/CoreNLP,50423ae41fa0776b3a6277deae73a40321cb071d,more refactoring,https://github.com/stanfordnlp/CoreNLP/commit/50423ae41fa0776b3a6277deae73a40321cb071d
78,78.0,78.0,stanfordnlp/CoreNLP,81d6d9360b58aa898219422a7b54ae4a6009802f,refactoring of code - move around,https://github.com/stanfordnlp/CoreNLP/commit/81d6d9360b58aa898219422a7b54ae4a6009802f
79,79.0,79.0,stanfordnlp/CoreNLP,e3b618c058e1bd1b6c53ff390ec6b8ada0362362,Minor refactoring,https://github.com/stanfordnlp/CoreNLP/commit/e3b618c058e1bd1b6c53ff390ec6b8ada0362362
80,80.0,80.0,stanfordnlp/CoreNLP,38bd1e76eca6997a70e99f79275d7ff5f742e00b,Refactored sentence level metrics,https://github.com/stanfordnlp/CoreNLP/commit/38bd1e76eca6997a70e99f79275d7ff5f742e00b
81,81.0,81.0,stanfordnlp/CoreNLP,47bd3e4b39d22b2c23b0d0695abbdeb8846c2b1d,Get rid of some duplicate code which should be refactored differently,https://github.com/stanfordnlp/CoreNLP/commit/47bd3e4b39d22b2c23b0d0695abbdeb8846c2b1d
82,82.0,82.0,stanfordnlp/CoreNLP,cfc4cd0abbda9057e8a5effe5f1f7b8889ef112f,Refactored AnnotationSerializer,https://github.com/stanfordnlp/CoreNLP/commit/cfc4cd0abbda9057e8a5effe5f1f7b8889ef112f
83,83.0,83.0,stanfordnlp/CoreNLP,9c947ed032602e0a25c9975d3ae2b4bb9b77d6d6,javadocs and refactoring,https://github.com/stanfordnlp/CoreNLP/commit/9c947ed032602e0a25c9975d3ae2b4bb9b77d6d6
84,84.0,84.0,stanfordnlp/CoreNLP,bfeab43e85b26199a104259ad65aa722b964dd1b,javadocs and refactoring,https://github.com/stanfordnlp/CoreNLP/commit/bfeab43e85b26199a104259ad65aa722b964dd1b
85,85.0,85.0,stanfordnlp/CoreNLP,4f19a3beddc420c88e618ffd291e47718e8bf0c5,Cleanup and refactoring,https://github.com/stanfordnlp/CoreNLP/commit/4f19a3beddc420c88e618ffd291e47718e8bf0c5
86,86.0,86.0,stanfordnlp/CoreNLP,3254689092bdea2f9c954e7dcf1af3fc46706c06,"merged remote branch crf_stochastic_fix, refactored CRFClassifier",https://github.com/stanfordnlp/CoreNLP/commit/3254689092bdea2f9c954e7dcf1af3fc46706c06
87,87.0,87.0,stanfordnlp/CoreNLP,625620da8f5e97e09e57e2ca516484749733f1a2,Add force decoding to CubePruningDecoder; other refactoring,https://github.com/stanfordnlp/CoreNLP/commit/625620da8f5e97e09e57e2ca516484749733f1a2
88,88.0,88.0,stanfordnlp/CoreNLP,9f99fa95938d0e0afc0f5e33054907c2b0604924,Move punctuation methods to Characters class; refactor ArabicFeatureFactory for speed; extract n-gram features for all characters,https://github.com/stanfordnlp/CoreNLP/commit/9f99fa95938d0e0afc0f5e33054907c2b0604924
89,89.0,89.0,stanfordnlp/CoreNLP,b277f230e87f4f34f302a33bae873ee453b25a08,KBPEntity refactor,https://github.com/stanfordnlp/CoreNLP/commit/b277f230e87f4f34f302a33bae873ee453b25a08
90,90.0,90.0,stanfordnlp/CoreNLP,0d02cef3d80b9c1c9f1410f9718dfb4207df07e7,merged remote branch refactor_dropout,https://github.com/stanfordnlp/CoreNLP/commit/0d02cef3d80b9c1c9f1410f9718dfb4207df07e7
91,91.0,91.0,stanfordnlp/CoreNLP,5df7618f38367c90578f19c87e19be813c646a0a,Refactor AnnotationSource interface from class and start organizing readers into data directory.,https://github.com/stanfordnlp/CoreNLP/commit/5df7618f38367c90578f19c87e19be813c646a0a
92,92.0,92.0,stanfordnlp/CoreNLP,c1674f938b8ca5f909ee6aa7690a2d893c8908c0,Reasonably significant Redwood refactoring.,https://github.com/stanfordnlp/CoreNLP/commit/c1674f938b8ca5f909ee6aa7690a2d893c8908c0
93,93.0,93.0,stanfordnlp/CoreNLP,779c7099cc1ae7ead188645ecb06811ca9e496ea,Minor refactoring.,https://github.com/stanfordnlp/CoreNLP/commit/779c7099cc1ae7ead188645ecb06811ca9e496ea
94,94.0,94.0,stanfordnlp/CoreNLP,b801911b529107e78db88ce2f31f46248d1b685a,Refactor IRFerformanceSlowITest.,https://github.com/stanfordnlp/CoreNLP/commit/b801911b529107e78db88ce2f31f46248d1b685a
95,95.0,95.0,stanfordnlp/CoreNLP,f6f2d3297f08aa238db4d28f9ee6f787d4643f25,Refactor SolrIndexer into generic part and solr specific part.,https://github.com/stanfordnlp/CoreNLP/commit/f6f2d3297f08aa238db4d28f9ee6f787d4643f25
96,96.0,96.0,stanfordnlp/CoreNLP,fe9b4e98a0b238ad925191e44a699030eb91b168,Minor refactoring.,https://github.com/stanfordnlp/CoreNLP/commit/fe9b4e98a0b238ad925191e44a699030eb91b168
97,97.0,97.0,stanfordnlp/CoreNLP,589f2fa0f57fcd7abcea7e957ee75c2b4e743cbf,"FixedActiveLearningSlowITest and added support to TrainingStatistics for weighted sampling, plus minor refactoring.",https://github.com/stanfordnlp/CoreNLP/commit/589f2fa0f57fcd7abcea7e957ee75c2b4e743cbf
98,98.0,98.0,stanfordnlp/CoreNLP,0541a30477a49a27211759ada09a1b385cb5df5a,Mark CorefGraphAnnotation as deprecated and have refactor is speaker same rule logic.,https://github.com/stanfordnlp/CoreNLP/commit/0541a30477a49a27211759ada09a1b385cb5df5a
99,99.0,99.0,stanfordnlp/CoreNLP,fc0932b7b4376430f2692ca0ac33190ae476484c,Update json-simple. Refactoring of static methods used to access lucene out of IndexExtractor and LucenePipelineCacher into KBPLuceneIndex.,https://github.com/stanfordnlp/CoreNLP/commit/fc0932b7b4376430f2692ca0ac33190ae476484c
100,100.0,100.0,stanfordnlp/CoreNLP,d908daa8994b4bd7240148e9a9e94e8ad28aca27,Hack CleanXmlAnnotator.java to store utterance/speaker information from XML. Hack dcoref to use stored utterance information. Minor refactoring and spelling corrections.,https://github.com/stanfordnlp/CoreNLP/commit/d908daa8994b4bd7240148e9a9e94e8ad28aca27
101,101.0,101.0,stanfordnlp/CoreNLP,df5439d693ae438e4c4f15da4ed6d56deb4df6b2,Mostly fixed OneVsAllRelationExtractor (it was broken sometime during refactoring).,https://github.com/stanfordnlp/CoreNLP/commit/df5439d693ae438e4c4f15da4ed6d56deb4df6b2
102,102.0,102.0,stanfordnlp/CoreNLP,13b580bacf3b50c7468ee2f90873816370c41e2c,"Add concept of unambiguous auxiliaries, so do better with nonstandard and misspelled auxiliaries in informal treebanks; also refactor a little, extracting common code to new method.",https://github.com/stanfordnlp/CoreNLP/commit/13b580bacf3b50c7468ee2f90873816370c41e2c
103,103.0,103.0,stanfordnlp/CoreNLP,ff04a2acbfe8fc84217ff804f57c3bce4fe264af,Fixed small bug in JointBayesRelationExtractor and refactored serialization code to make it possible to save ensemble models.,https://github.com/stanfordnlp/CoreNLP/commit/ff04a2acbfe8fc84217ff804f57c3bce4fe264af
104,104.0,104.0,stanfordnlp/CoreNLP,0f896c65acb6aef49d7a94409c19ec34cb1981d5,Added support for a robust logistic regression model based on shift parameters. Also refactored code for robust LR with flipping probabilities.,https://github.com/stanfordnlp/CoreNLP/commit/0f896c65acb6aef49d7a94409c19ec34cb1981d5
105,105.0,105.0,stanfordnlp/CoreNLP,da0820de4ca3558b433a4ff804bbf53f8867d43f,Refactored test infrastructure a bit,https://github.com/stanfordnlp/CoreNLP/commit/da0820de4ca3558b433a4ff804bbf53f8867d43f
106,106.0,106.0,stanfordnlp/CoreNLP,d9c1596c24a8443510501e9c94bea26603b6b8d7,Reverted a nasty refactoring mistake (sorry!),https://github.com/stanfordnlp/CoreNLP/commit/d9c1596c24a8443510501e9c94bea26603b6b8d7
107,107.0,107.0,stanfordnlp/CoreNLP,9adb790ffcf2fcb44217d5353dd690ddda854a5a,Begin refactoring of properties into static fields,https://github.com/stanfordnlp/CoreNLP/commit/9adb790ffcf2fcb44217d5353dd690ddda854a5a
108,108.0,108.0,stanfordnlp/CoreNLP,d54763ac0fc33b75eddce26850ce55332781113b,Large refactoring,https://github.com/stanfordnlp/CoreNLP/commit/d54763ac0fc33b75eddce26850ce55332781113b
109,109.0,109.0,stanfordnlp/CoreNLP,80934814dd7a724eb5578f3634e2792b05b38d73,Refactor some,https://github.com/stanfordnlp/CoreNLP/commit/80934814dd7a724eb5578f3634e2792b05b38d73
110,110.0,110.0,stanfordnlp/CoreNLP,4de941280d1086660ffdee2656909b833551a4ec,Refactor the loading code similar to what LexicalizedParser has. Add a flag to allow continued training from a given starting point,https://github.com/stanfordnlp/CoreNLP/commit/4de941280d1086660ffdee2656909b833551a4ec
111,111.0,111.0,stanfordnlp/CoreNLP,afeb45d5f3113335e94eefb461cc518275236936,Refactor just a little bit,https://github.com/stanfordnlp/CoreNLP/commit/afeb45d5f3113335e94eefb461cc518275236936
